JN202303200003_DeltaP,,JN202303200004_DeltaP,,JN202303200006_DeltaP,,JN202303200007_DeltaP,,JN202303200008_DeltaP,,JN202303200010_DeltaP,,JN202303200011_DeltaP,
7.2e-07,0.00011496318,7.2e-07,8.5061263e-05,7.2e-07,0.00024076214,7.2e-07,0.00036728228,7.2e-07,0.00064357888,7.2e-07,0.001675674,7.2e-07,0.0021824928
7.22e-07,0.00012117799,7.22e-07,8.4671854e-05,7.22e-07,0.00023897004,7.22e-07,0.00034227522,7.22e-07,0.00065299857,7.22e-07,0.001633507,7.22e-07,0.0021981427
7.24e-07,0.00013373973,7.24e-07,9.5654919e-05,7.24e-07,0.00024748276,7.24e-07,0.00039609615,7.24e-07,0.0006451513,7.24e-07,0.001613548,7.24e-07,0.0021572183
7.26e-07,0.00011804124,7.26e-07,0.00010394929,7.26e-07,0.00023392383,7.26e-07,0.0004435312,7.26e-07,0.00065972866,7.26e-07,0.0016148931,7.26e-07,0.0021045364
7.28e-07,0.00011361164,7.28e-07,8.8646331e-05,7.28e-07,0.00024547018,7.28e-07,0.00042323448,7.28e-07,0.00065344648,7.28e-07,0.0016379973,7.28e-07,0.0021337059
7.3e-07,0.00010044011,7.3e-07,7.5422686e-05,7.3e-07,0.00025353514,7.3e-07,0.00038398575,7.3e-07,0.0006487366,7.3e-07,0.0016323903,7.3e-07,0.002143258
7.32e-07,0.00012347728,7.32e-07,5.8378686e-05,7.32e-07,0.0002508467,7.32e-07,0.00042604169,7.32e-07,0.00065905263,7.32e-07,0.0015597261,7.32e-07,0.0021309142
7.34e-07,0.00013283627,7.34e-07,4.313458e-05,7.34e-07,0.00024871671,7.34e-07,0.00043310362,7.34e-07,0.0006675754,7.34e-07,0.0016211758,7.34e-07,0.0021174687
7.36e-07,0.00013609059,7.36e-07,6.2588151e-05,7.36e-07,0.00023941808,7.36e-07,0.00044084177,7.36e-07,0.0006675754,7.36e-07,0.0015698157,7.36e-07,0.002128636
7.38e-07,0.00013210892,7.38e-07,6.9648311e-05,7.38e-07,0.00023852201,7.38e-07,0.00044095193,7.38e-07,0.00066488644,7.38e-07,0.0015350489,7.38e-07,0.0021028467
7.4e-07,0.00010996794,7.4e-07,7.5922224e-05,7.4e-07,0.00026608762,7.4e-07,0.00042581375,7.4e-07,0.00064425496,7.4e-07,0.0015821469,7.4e-07,0.0020994665
7.42e-07,0.00012471141,7.42e-07,8.0072976e-05,7.42e-07,0.00026855554,7.42e-07,0.00046584877,7.42e-07,0.00064357888,7.42e-07,0.0015283249,7.42e-07,0.0020927815
7.44e-07,0.0001424228,7.44e-07,6.4601176e-05,7.44e-07,0.00026563962,7.44e-07,0.00045800049,7.44e-07,0.00065299857,7.44e-07,0.0015079173,7.44e-07,0.0021107083
7.46e-07,0.00012364626,7.46e-07,7.1271781e-05,7.46e-07,0.00024468423,7.46e-07,0.00039048903,7.46e-07,0.0006610729,7.46e-07,0.0015227178,7.46e-07,0.002086021
7.48e-07,0.00012325702,7.48e-07,6.7010893e-05,7.48e-07,0.00025197054,7.48e-07,0.00037210304,7.48e-07,0.0006610729,7.48e-07,0.0015146413,7.48e-07,0.0020658888
7.5e-07,0.00013479759,7.5e-07,5.1318671e-05,7.5e-07,0.00023493027,7.5e-07,0.00040719981,7.5e-07,0.00070121192,7.5e-07,0.001512628,7.5e-07,0.0020373079
7.52e-07,0.00011748302,7.52e-07,5.0025606e-05,7.52e-07,0.0002118449,7.52e-07,0.00037019234,7.52e-07,0.00069784682,7.52e-07,0.0015097103,7.52e-07,0.0020311361
7.54e-07,9.6407042e-05,7.54e-07,6.2749852e-05,7.54e-07,0.00023560581,7.54e-07,0.00030852313,7.54e-07,0.00065255008,7.54e-07,0.001499841,7.54e-07,0.0020434058
7.56e-07,0.00011154003,7.56e-07,8.1358623e-05,7.56e-07,0.00025958722,7.56e-07,0.00027162608,7.56e-07,0.00066645147,7.56e-07,0.0015323594,7.56e-07,0.0020350297
7.58e-07,0.00012566644,7.58e-07,9.7844219e-05,7.58e-07,0.00023392383,7.58e-07,0.00033498535,7.58e-07,0.00068775902,7.58e-07,0.0015272003,7.58e-07,0.0020187926
7.6e-07,0.00010016087,7.6e-07,7.8787343e-05,7.6e-07,0.00023134581,7.6e-07,0.00032444004,7.6e-07,0.00065434282,7.6e-07,0.0014675434,7.6e-07,0.0020434058
7.62e-07,0.00010963741,7.62e-07,5.3897234e-05,7.62e-07,0.00022955371,7.62e-07,0.00037288934,7.62e-07,0.00065120537,7.62e-07,0.0014778613,7.62e-07,0.0020456838
7.64e-07,0.00010644181,7.64e-07,9.251797e-05,7.64e-07,0.00024804845,7.64e-07,0.00029562647,7.64e-07,0.00061846577,7.64e-07,0.0015034275,7.64e-07,0.0020126207
7.66e-07,9.2036149e-05,7.66e-07,9.6103184e-05,7.66e-07,0.0002417683,7.66e-07,0.00030795744,7.66e-07,0.00064156594,7.66e-07,0.0015085862,7.66e-07,0.0020406139
7.68e-07,9.545216e-05,7.68e-07,0.00010618987,7.68e-07,0.00023022197,7.68e-07,0.00030414332,7.68e-07,0.00061375595,7.68e-07,0.0014973718,7.68e-07,0.0020098279
7.7e-07,9.6744996e-05,7.7e-07,0.00012934623,7.7e-07,0.00023885236,7.7e-07,0.00031961958,7.7e-07,0.00061510073,7.7e-07,0.0015065728,7.7e-07,0.002021584
7.72e-07,0.00010784492,7.72e-07,0.00011639427,7.72e-07,0.00023078767,7.72e-07,0.00032366131,7.72e-07,0.00064941269,7.72e-07,0.001513297,7.72e-07,0.0020159998
7.74e-07,0.0001499893,7.74e-07,0.00010961339,7.74e-07,0.00023022197,7.74e-07,0.00036929583,7.74e-07,0.00067833933,7.74e-07,0.0015204762,7.74e-07,0.0020013789
7.76e-07,0.00013900694,7.76e-07,0.00012233765,7.76e-07,0.00022394936,7.76e-07,0.00037053038,7.76e-07,0.00067228521,7.76e-07,0.0014567776,7.76e-07,0.0019985863
7.78e-07,0.00014472222,7.78e-07,0.00011297819,7.78e-07,0.00023403423,7.78e-07,0.000365482,7.78e-07,0.00066623115,7.78e-07,0.0014426534,7.78e-07,0.001980071
7.8e-07,0.00015222987,7.8e-07,0.00011432254,7.8e-07,0.00023066999,7.8e-07,0.00034104066,7.8e-07,0.00070345303,7.8e-07,0.001479434,7.8e-07,0.0019868312
7.82e-07,0.00013687662,7.82e-07,0.00011566703,7.82e-07,0.00024882684,7.82e-07,0.00040058611,7.82e-07,0.00061510073,7.82e-07,0.0014469154,7.82e-07,0.0019632461
7.84e-07,0.00011580065,7.84e-07,0.00012020719,7.84e-07,0.00024513254,7.84e-07,0.00036895779,7.84e-07,0.00065412256,7.84e-07,0.0015106068,7.84e-07,0.0019307703
7.86e-07,0.0001218539,7.86e-07,0.00010081233,7.86e-07,0.00023055988,7.86e-07,0.00038713074,7.86e-07,0.00063191867,7.86e-07,0.0014881786,7.86e-07,0.001877501
7.88e-07,0.00010195336,7.88e-07,8.7081571e-05,7.88e-07,0.00024760043,7.88e-07,0.00044039323,7.88e-07,0.00068058044,7.88e-07,0.0014431018,7.88e-07,0.0019318725
7.9e-07,0.00012330845,7.9e-07,8.9263442e-05,7.9e-07,0.00025634095,7.9e-07,0.00041022737,7.9e-07,0.0006417862,7.9e-07,0.0014325563,7.9e-07,0.0019346641
7.92e-07,0.00011187785,7.92e-07,8.3775616e-05,7.92e-07,0.00024053434,7.92e-07,0.00040607547,7.92e-07,0.00065546727,7.92e-07,0.0014570057,7.92e-07,0.001941938
7.94e-07,0.00013362231,7.94e-07,9.1504167e-05,7.94e-07,0.00022865768,7.94e-07,0.00034283363,7.94e-07,0.00068013201,7.94e-07,0.0014081141,7.94e-07,0.001941938
7.96e-07,0.00013659737,7.96e-07,7.6708318e-05,7.96e-07,0.00022596926,7.96e-07,0.00036212368,7.96e-07,0.00059514475,7.96e-07,0.0014327839,7.96e-07,0.0018898447
7.98e-07,0.00015452916,7.98e-07,8.6067768e-05,7.98e-07,0.00024367808,7.98e-07,0.00037692377,7.98e-07,0.00061330746,7.98e-07,0.0014114798,7.98e-07,0.0018651574
8e-07,0.00011635901,8e-07,7.9845275e-05,8e-07,0.00024289213,8e-07,0.00038208236,8e-07,0.00067811174,8e-07,0.0014282942,8e-07,0.0018898447
8.02e-07,0.00012790701,8.02e-07,8.2930812e-05,8.02e-07,0.00022731333,8.02e-07,0.00039744083,8.02e-07,0.00067407795,8.02e-07,0.0013468848,8.02e-07,0.0018836729
8.04e-07,0.00011535257,8.04e-07,6.2250314e-05,8.04e-07,0.00023695016,8.04e-07,0.00035202666,8.04e-07,0.00066376245,8.04e-07,0.001361685,8.04e-07,0.0019296682
8.06e-07,0.00012526977,8.06e-07,7.5980934e-05,8.06e-07,0.00025365254,8.06e-07,0.00035426812,8.06e-07,0.00064111745,8.06e-07,0.0014016104,8.06e-07,0.0018892572
8.08e-07,0.00011316341,8.08e-07,7.043426e-05,8.08e-07,0.00023280027,8.08e-07,0.00038679296,8.08e-07,0.00061061844,8.08e-07,0.0013948792,8.08e-07,0.0018960165
8.1e-07,0.00012611452,8.1e-07,5.9502621e-05,8.1e-07,0.00022764395,8.1e-07,0.00038174426,8.1e-07,0.00064044149,8.1e-07,0.0013432986,8.1e-07,0.0018988092
8.12e-07,0.00012162608,8.12e-07,6.8524227e-05,8.12e-07,0.00023605411,8.12e-07,0.00041863433,8.12e-07,0.0006323671,8.12e-07,0.0013870311,8.12e-07,0.0019503878
8.14e-07,0.00012594569,8.14e-07,6.9927439e-05,8.14e-07,0.00022932592,8.14e-07,0.0003908271,8.14e-07,0.0006258646,8.14e-07,0.0014332324,8.14e-07,0.0019783813
8.16e-07,0.00012151595,8.16e-07,6.5049288e-05,8.16e-07,0.00025129475,8.16e-07,0.00036941358,8.16e-07,0.00060187536,8.16e-07,0.0014303148,8.16e-07,0.0019554577
8.18e-07,0.00011092297,8.18e-07,7.3681498e-05,8.18e-07,0.0002268653,8.18e-07,0.00034799246,8.18e-07,0.0006117429,8.18e-07,0.0014715851,8.18e-07,0.0019088747
8.2e-07,9.1808462e-05,8.2e-07,7.9345737e-05,8.2e-07,0.00023571622,8.2e-07,0.00040069627,8.2e-07,0.00061330746,8.2e-07,0.0015041038,8.2e-07,0.001858471
8.22e-07,7.628624e-05,8.22e-07,8.2989522e-05,8.22e-07,0.00021733886,8.22e-07,0.00041415164,8.22e-07,0.00062945724,8.22e-07,0.001410576,8.22e-07,0.0019060831
8.24e-07,9.0860864e-05,8.24e-07,9.3972587e-05,8.24e-07,0.00023470976,8.24e-07,0.00041751724,8.24e-07,0.00059537287,8.24e-07,0.0014388396,8.24e-07,0.0019229079
8.26e-07,0.00011798981,8.26e-07,8.5957494e-05,8.26e-07,0.00021924134,8.26e-07,0.00037995132,8.26e-07,0.00060142693,8.26e-07,0.0014233631,8.26e-07,0.0019027028
8.28e-07,8.7327302e-05,8.28e-07,9.7616517e-05,8.28e-07,0.00024995068,8.28e-07,0.00033599199,8.28e-07,0.00055254489,8.28e-07,0.001405645,8.28e-07,0.0019066706
8.3e-07,9.3270282e-05,8.3e-07,9.3245348e-05,8.3e-07,0.00025230116,8.3e-07,0.0003611095,8.3e-07,0.00059738586,8.3e-07,0.001408783,8.3e-07,0.0018791906
8.32e-07,8.9846995e-05,8.32e-07,9.862303e-05,8.32e-07,0.00024289213,8.32e-07,0.00036784096,8.32e-07,0.00061375595,8.32e-07,0.0013751404,8.32e-07,0.0019071851
8.34e-07,9.0971e-05,8.34e-07,0.00010081233,8.34e-07,0.00025544493,8.34e-07,0.0003570753,8.34e-07,0.00066196924,8.34e-07,0.0013444155,8.34e-07,0.0018713293
8.36e-07,0.00010514896,8.36e-07,7.3292096e-05,8.36e-07,0.00025297672,8.36e-07,0.00039968963,8.36e-07,0.00065097777,8.36e-07,0.0014184321,8.36e-07,0.0019229079
8.38e-07,0.00011439754,8.38e-07,7.5025848e-05,8.38e-07,0.00023963831,8.38e-07,0.00043680001,8.38e-07,0.0006796841,8.38e-07,0.0014034041,8.38e-07,0.0018842603
8.4e-07,0.00012006141,8.4e-07,8.5450658e-05,8.4e-07,0.00023807373,8.4e-07,0.00045553138,8.4e-07,0.00061330746,8.4e-07,0.0014487084,8.4e-07,0.0018674355
8.42e-07,0.00010117474,8.42e-07,8.6126485e-05,8.42e-07,0.00022977394,8.42e-07,0.00047549006,8.42e-07,0.0006186933,8.42e-07,0.0014738267,8.42e-07,0.001904981
8.44e-07,9.999203e-05,8.44e-07,8.8874178e-05,8.44e-07,0.00024490475,8.44e-07,0.00046326951,8.44e-07,0.00063191867,8.44e-07,0.001388155,8.44e-07,0.001894327
8.46e-07,0.00011288429,8.46e-07,0.00010294278,8.46e-07,0.00023202163,8.46e-07,0.00048704198,8.46e-07,0.00062160264,8.46e-07,0.001403852,8.46e-07,0.0018982206
8.48e-07,0.00010475959,8.48e-07,8.4223742e-05,8.48e-07,0.00025634095,8.48e-07,0.00045922777,8.48e-07,0.00063707639,8.48e-07,0.0014520668,8.48e-07,0.001885951
8.5e-07,0.00010223989,8.5e-07,9.1959708e-05,8.5e-07,0.0002508467,8.5e-07,0.00042749653,8.5e-07,0.00062115473,8.5e-07,0.0014886272,8.5e-07,0.0018617772
8.52e-07,9.1867172e-05,8.52e-07,7.0096423e-05,8.52e-07,0.00024647659,8.52e-07,0.00047335902,8.52e-07,0.00065120537,8.52e-07,0.0014525227,8.52e-07,0.0018662594
8.54e-07,9.9264689e-05,8.54e-07,8.8536195e-05,8.54e-07,0.00023974842,8.54e-07,0.00043433817,8.54e-07,0.00061644492,8.54e-07,0.0013962243,8.54e-07,0.0018550919
8.56e-07,9.6238065e-05,8.56e-07,6.6224799e-05,8.56e-07,0.00022439739,8.56e-07,0.00038790976,8.56e-07,0.00065636367,8.56e-07,0.001387479,8.56e-07,0.0018248203
8.58e-07,0.00010229131,8.58e-07,0.00010036407,8.58e-07,0.00024490475,8.58e-07,0.00036593026,8.58e-07,0.00059447653,8.58e-07,0.0014296459,8.58e-07,0.0018124767
8.6e-07,9.5738556e-05,8.6e-07,9.3693467e-05,8.6e-07,0.00024602859,8.6e-07,0.00036144754,8.6e-07,0.00061219081,8.6e-07,0.0014137214,8.6e-07,0.0018220276
8.62e-07,7.7351397e-05,8.62e-07,0.00011017179,8.62e-07,0.00021509147,8.62e-07,0.00037860658,8.62e-07,0.00063393888,8.62e-07,0.0014370461,8.62e-07,0.0018265098
8.64e-07,6.726521e-05,8.64e-07,0.00010148815,8.64e-07,0.00023807373,8.64e-07,0.00038566857,8.64e-07,0.00067071285,8.64e-07,0.001419101,8.64e-07,0.001828714
8.66e-07,6.8161535e-05,8.66e-07,7.7046156e-05,8.66e-07,0.00024513254,8.66e-07,0.00039946171,8.66e-07,0.0005982822,8.66e-07,0.0013883754,8.66e-07,0.0018012351
8.68e-07,7.0174283e-05,8.68e-07,7.9286889e-05,8.68e-07,0.0002182349,8.68e-07,0.00030100564,8.68e-07,0.00061801734,8.68e-07,0.0013935347,8.68e-07,0.0017956508
8.7e-07,5.4541921e-05,8.7e-07,0.00010030536,8.7e-07,0.00021016292,8.7e-07,0.00030975044,8.7e-07,0.00062631251,8.7e-07,0.0013832168,8.7e-07,0.0017738291
8.72e-07,5.0839379e-05,8.72e-07,0.00011045091,8.72e-07,0.00020556501,8.72e-07,0.00028957115,8.72e-07,0.00061308721,8.72e-07,0.0013834444,8.72e-07,0.0017760333
8.74e-07,5.8354453e-05,8.74e-07,0.00012121356,8.74e-07,0.00021240303,8.74e-07,0.00030616421,8.74e-07,0.00060994242,8.74e-07,0.0014043006,8.74e-07,0.0018293015
8.76e-07,7.4772994e-05,8.76e-07,0.00010647642,8.76e-07,0.00021374712,8.76e-07,0.00030773683,8.76e-07,0.00061196322,8.76e-07,0.0013868029,8.76e-07,0.0018348858
8.78e-07,0.00011333239,8.78e-07,0.0001092754,8.78e-07,0.00020063648,8.78e-07,0.00031188145,8.78e-07,0.00060703309,8.78e-07,0.0014081141,8.78e-07,0.0018074069
8.8e-07,9.4166608e-05,8.8e-07,0.00011023049,8.8e-07,0.00021408501,8.8e-07,0.00031244743,8.8e-07,0.00059716555,8.8e-07,0.0013989137,8.8e-07,0.0017917571
8.82e-07,0.00010755839,8.82e-07,0.00011353644,8.82e-07,0.00018449196,8.82e-07,0.00035393736,8.82e-07,0.00062227872,8.82e-07,0.0014309909,8.82e-07,0.0017306264
8.84e-07,0.00011036461,8.84e-07,9.5375799e-05,8.84e-07,0.00019122016,8.84e-07,0.00033599199,8.84e-07,0.0006357322,8.84e-07,0.0013529398,8.84e-07,0.0017860988
8.86e-07,0.00011462536,8.86e-07,8.1527607e-05,8.86e-07,0.00019951264,8.86e-07,0.00037255127,8.86e-07,0.00053818774,8.86e-07,0.0013179528,8.86e-07,0.0017502439
8.88e-07,0.0001160799,8.88e-07,6.7686706e-05,8.88e-07,0.000192344,8.88e-07,0.00035259261,8.88e-07,0.00053303008,8.88e-07,0.0013450916,8.88e-07,0.0017463492
8.9e-07,0.00010868238,8.9e-07,8.3885898e-05,8.9e-07,0.00018393382,8.9e-07,0.00025951545,8.9e-07,0.00054133253,8.9e-07,0.0013991413,8.9e-07,0.0017570033
8.92e-07,8.682051e-05,8.92e-07,7.8170233e-05,8.92e-07,0.00020187044,8.92e-07,0.0002684881,8.92e-07,0.00060501229,8.92e-07,0.0013807476,8.92e-07,0.001770449
8.94e-07,8.1164064e-05,8.94e-07,9.358333e-05,8.94e-07,0.0002097149,8.94e-07,0.00034720617,8.94e-07,0.00056084007,8.94e-07,0.0013794026,8.94e-07,0.0017889644
8.96e-07,8.5196996e-05,8.96e-07,7.5253687e-05,8.96e-07,0.00022148146,8.96e-07,0.00035864764,8.96e-07,0.00055904739,8.96e-07,0.0013859062,8.96e-07,0.0017547251
8.98e-07,0.0001063831,8.98e-07,8.6802444e-05,8.98e-07,0.00021307885,8.98e-07,0.00037266142,8.98e-07,0.0006126393,8.98e-07,0.0013426226,8.98e-07,0.0018074069
