p1,,p2,,p3,,p4,,p5,,qa,,qb,,qc,,qd,,qe,,qf,,qg,,qh,,qi,,qj,
11.719,1.0046146,11.719,1.0069345,11.719,1.0069345,11.719,1.0069345,11.719,1.0046146,11.719,1.0069315,11.719,1.0046146,11.719,1.0046146,11.719,1.0069345,11.719,1.0069345,11.719,1.0069345,11.719,1.0046146,11.719,1.0069345,11.719,1.0069345,11.719,1.0069345
11.72,1.0046146,11.72,1.0069345,11.72,1.0069345,11.72,1.0069345,11.72,1.0069345,11.72,1.0069315,11.72,1.0046146,11.72,1.0046146,11.72,1.0069345,11.72,1.0069345,11.72,1.0069345,11.72,1.0046146,11.72,1.0069345,11.72,1.0069345,11.72,1.0069345
11.721,1.0046146,11.721,1.0069345,11.721,1.0069345,11.721,1.0069345,11.721,1.0069345,11.721,1.0069315,11.721,1.0046146,11.721,1.0046146,11.721,1.0069345,11.721,1.0069345,11.721,1.0069345,11.721,1.0046146,11.721,1.0069345,11.721,1.0069345,11.721,1.0069345
11.722,1.0046146,11.722,1.0046146,11.722,1.0069345,11.722,1.0069345,11.722,1.0069345,11.722,1.0069315,11.722,1.0046146,11.722,1.0046146,11.722,1.0069345,11.722,1.0069345,11.722,1.0046146,11.722,1.0046146,11.722,1.0069345,11.722,1.0069345,11.722,1.0069345
11.723,1.0046146,11.723,1.0069345,11.723,1.0069345,11.723,1.0069345,11.723,1.0046146,11.723,1.0092527,11.723,1.0046146,11.723,1.0046146,11.723,1.0069345,11.723,1.0069345,11.723,1.0046146,11.723,1.0046146,11.723,1.0046146,11.723,1.0069345,11.723,1.0069345
11.724,1.0023073,11.724,1.0069345,11.724,1.0069345,11.724,1.0069345,11.724,1.0046146,11.724,1.0069315,11.724,1.0046146,11.724,1.0069315,11.724,1.0069345,11.724,1.0069345,11.724,1.0046146,11.724,1.0046146,11.724,1.0046146,11.724,1.0069345,11.724,1.0046146
11.725,1.0023073,11.725,1.0069345,11.725,1.0069345,11.725,1.0046146,11.725,1.0069345,11.725,1.0092527,11.725,1.0046146,11.725,1.0046146,11.725,1.0069345,11.725,1.0069345,11.725,1.0069345,11.725,1.0046146,11.725,1.0046146,11.725,1.0046146,11.725,1.0069345
11.726,1.0046189,11.726,1.0046146,11.726,1.0046146,11.726,1.0046146,11.726,1.0046146,11.726,1.0092527,11.726,1.0046146,11.726,1.0069315,11.726,1.0069345,11.726,1.0069345,11.726,1.0069315,11.726,1.0069315,11.726,1.0046146,11.726,1.0046146,11.726,1.0069345
11.727,1.0023073,11.727,1.0046146,11.727,1.0069345,11.727,1.0046146,11.727,1.0046146,11.727,1.0069348,11.727,1.0069315,11.727,1.0069315,11.727,1.0046146,11.727,1.0069345,11.727,1.0046146,11.727,1.0046146,11.727,1.0046146,11.727,1.0046146,11.727,1.0046146
11.728,1.0046189,11.728,1.0046146,11.728,1.0046146,11.728,1.0046146,11.728,1.0046146,11.728,1.0092527,11.728,1.0069315,11.728,1.0069315,11.728,1.0069345,11.728,1.0069345,11.728,1.0046146,11.728,1.0069315,11.728,1.0046146,11.728,1.0046146,11.728,1.0046146
11.729,1.0046189,11.729,1.0046146,11.729,1.0046146,11.729,1.0046146,11.729,1.0023073,11.729,1.0092527,11.729,1.0069315,11.729,1.0069315,11.729,1.0046146,11.729,1.0046146,11.729,1.0069315,11.729,1.0069315,11.729,1.0046146,11.729,1.0046146,11.729,1.0046146
11.73,1.0046189,11.73,1.0046146,11.73,1.0046146,11.73,1.0046146,11.73,1.0069315,11.73,1.0069348,11.73,1.0069315,11.73,1.0069315,11.73,1.0046146,11.73,1.0046146,11.73,1.0069315,11.73,1.0069315,11.73,1.0046146,11.73,1.0046146,11.73,1.0046146
11.731,1.0046189,11.731,1.0046146,11.731,1.0046146,11.731,1.0046146,11.731,1.0046146,11.731,1.0092527,11.731,1.0069315,11.731,1.0069315,11.731,1.0046146,11.731,1.0046146,11.731,1.0069315,11.731,1.0069315,11.731,1.0046146,11.731,1.0046146,11.731,1.0046146
11.732,1.0046189,11.732,1.0023073,11.732,1.0046146,11.732,1.0046146,11.732,1.0023073,11.732,1.0069348,11.732,1.0069315,11.732,1.0069315,11.732,1.0046146,11.732,1.0046146,11.732,1.0046146,11.732,1.0069315,11.732,1.0046146,11.732,1.0046146,11.732,1.0046146
11.733,1.0046189,11.733,1.0046146,11.733,1.0046146,11.733,1.0046146,11.733,1.0046189,11.733,1.0069348,11.733,1.0069315,11.733,1.0069315,11.733,1.0046146,11.733,1.0046146,11.733,1.0069315,11.733,1.0069315,11.733,1.0046146,11.733,1.0046146,11.733,1.0069315
11.734,1.0023073,11.734,1.0046146,11.734,1.0046146,11.734,1.0046146,11.734,1.0046146,11.734,1.0069348,11.734,1.0069315,11.734,1.0069315,11.734,1.0046146,11.734,1.0046146,11.734,1.0069315,11.734,1.0069315,11.734,1.0046146,11.734,1.0046146,11.734,1.0046146
11.735,1.0046189,11.735,1.0023073,11.735,1.0046146,11.735,1.0046146,11.735,1.0023073,11.735,1.0069348,11.735,1.0069315,11.735,1.0046189,11.735,1.0046146,11.735,1.0023073,11.735,1.0069315,11.735,1.0069315,11.735,1.0046146,11.735,1.0046146,11.735,1.0046146
11.736,1.0046189,11.736,1.0046146,11.736,1.0046146,11.736,1.0023073,11.736,1.0023073,11.736,1.0069348,11.736,1.0069315,11.736,1.0046189,11.736,1.0046146,11.736,1.0046146,11.736,1.0069315,11.736,1.0069315,11.736,1.0046146,11.736,1.0046146,11.736,1.0046146
11.737,1.0023063,11.737,1.0023073,11.737,1.0046146,11.737,1.0046146,11.737,1.0023073,11.737,1.0069348,11.737,1.0069315,11.737,1.0046189,11.737,1.0069315,11.737,1.0046146,11.737,1.0069315,11.737,1.0046189,11.737,1.0046146,11.737,1.0046146,11.737,1.0046146
11.738,1.0023063,11.738,1.0023073,11.738,1.0046146,11.738,1.0046146,11.738,1.0023073,11.738,1.0069348,11.738,1.0069315,11.738,1.0046189,11.738,1.0046146,11.738,1.0046146,11.738,1.0069315,11.738,1.0046189,11.738,1.0046146,11.738,1.0046146,11.738,1.0046146
11.739,1.0023063,11.739,1.0023073,11.739,1.0023073,11.739,1.0023073,11.739,1.0046189,11.739,1.0046169,11.739,1.0046189,11.739,1.0046189,11.739,1.0023073,11.739,1.0046146,11.739,1.0069315,11.739,1.0069315,11.739,1.0046146,11.739,1.0046146,11.739,1.0046146
11.74,1.0023063,11.74,1.0023073,11.74,1.0023073,11.74,1.0023073,11.74,1.0046189,11.74,1.0069348,11.74,1.0069315,11.74,1.0046189,11.74,1.0046146,11.74,1.0046146,11.74,1.0069315,11.74,1.0046189,11.74,1.0046146,11.74,1.0046146,11.74,1.0046146
11.741,1.0023063,11.741,1.0046146,11.741,1.0046146,11.741,1.0046146,11.741,1.0046189,11.741,1.0046169,11.741,1.0046189,11.741,1.0069315,11.741,1.0046146,11.741,1.0023073,11.741,1.0069315,11.741,1.0046189,11.741,1.0046146,11.741,1.0046146,11.741,1.0046146
11.742,1.0046169,11.742,1.0023073,11.742,1.0046146,11.742,1.0046146,11.742,1.0046189,11.742,1.0046169,11.742,1.0069315,11.742,1.0046189,11.742,1.0046146,11.742,1.0023073,11.742,1.0069315,11.742,1.0069315,11.742,1.0046146,11.742,1.0046146,11.742,1.0046146
11.743,1.0023063,11.743,1.0023073,11.743,1.0023073,11.743,1.0023073,11.743,1.0023073,11.743,1.0046169,11.743,1.0046189,11.743,1.0046189,11.743,1.0023073,11.743,1.0046146,11.743,1.0069315,11.743,1.0046189,11.743,1.0046146,11.743,1.0046146,11.743,1.0046146
11.744,1.0023063,11.744,1.0023073,11.744,1.0023073,11.744,1.0046146,11.744,1.0046189,11.744,1.0046169,11.744,1.0046189,11.744,1.0046189,11.744,1.0023073,11.744,1.0046146,11.744,1.0069315,11.744,1.0069315,11.744,1.0046146,11.744,1.0046146,11.744,1.0046146
11.745,1.0023063,11.745,1.0023073,11.745,1.0023073,11.745,1.0046189,11.745,1.0023073,11.745,1.0069348,11.745,1.0069315,11.745,1.0046189,11.745,1.0046146,11.745,1.0046189,11.745,1.0046189,11.745,1.0046189,11.745,1.0046146,11.745,1.0046146,11.745,1.0069315
11.746,1.0023063,11.746,1.0023073,11.746,1.0046146,11.746,1.0069315,11.746,1.0023073,11.746,1.0069348,11.746,1.0046189,11.746,1.0069348,11.746,1.0023073,11.746,1.0046189,11.746,1.0069315,11.746,1.0046189,11.746,1.0046146,11.746,1.0046146,11.746,1.0046146
11.747,1.0046169,11.747,1.0046146,11.747,1.0046146,11.747,1.0046146,11.747,1.0069315,11.747,1.0046169,11.747,1.0046189,11.747,1.0046189,11.747,1.0046146,11.747,1.0046146,11.747,1.0046189,11.747,1.0046189,11.747,1.0046146,11.747,1.0069315,11.747,1.0046146
11.748,1.0023063,11.748,1.0023073,11.748,1.0023073,11.748,1.0023073,11.748,1.0046189,11.748,1.0046169,11.748,1.0069315,11.748,1.0046189,11.748,1.0023073,11.748,1.0023073,11.748,1.0092527,11.748,1.0046189,11.748,1.0046146,11.748,1.0069315,11.748,1.0069315
11.749,1.0023063,11.749,1.0023073,11.749,1.0046146,11.749,1.0023073,11.749,1.0046189,11.749,1.0046169,11.749,1.0046189,11.749,1.0046189,11.749,1.0023073,11.749,1.0023073,11.749,1.0069315,11.749,1.0046189,11.749,1.0046146,11.749,1.0069315,11.749,1.0069315
11.75,1.0023063,11.75,1.0046189,11.75,1.0046146,11.75,1.0023073,11.75,1.0046189,11.75,1.0046169,11.75,1.0092527,11.75,1.0046189,11.75,1.0069315,11.75,1.0023073,11.75,1.0069348,11.75,1.0046189,11.75,1.0046189,11.75,1.0069315,11.75,1.0069315
11.751,1.0046169,11.751,1.0046189,11.751,1.0046189,11.751,1.0046189,11.751,1.0023073,11.751,1.0046169,11.751,1.0069348,11.751,1.0069348,11.751,1.0046189,11.751,1.0046189,11.751,1.0092527,11.751,1.0046189,11.751,1.0069315,11.751,1.0069315,11.751,1.0069315
11.752,1.0046169,11.752,1.0023073,11.752,1.0023073,11.752,1.0046189,11.752,1.0046189,11.752,1.0046169,11.752,1.0046189,11.752,1.0046189,11.752,1.0046189,11.752,1.0046189,11.752,1.0092527,11.752,1.0046189,11.752,1.0069315,11.752,1.0046146,11.752,1.0069315
11.753,1.0023063,11.753,1.0023073,11.753,1.0046189,11.753,1.0023073,11.753,1.0046189,11.753,1.0046169,11.753,1.0046189,11.753,1.0069348,11.753,1.0046189,11.753,1.0023073,11.753,1.0069348,11.753,1.0046189,11.753,1.0069315,11.753,1.0069315,11.753,1.0069315
11.754,1.0023063,11.754,1.0023073,11.754,1.0023073,11.754,1.0046189,11.754,1.0046189,11.754,1.0046169,11.754,1.0069348,11.754,1.0046189,11.754,1.0046189,11.754,1.0046189,11.754,1.0069348,11.754,1.0046189,11.754,1.0046146,11.754,1.0069315,11.754,1.0069315
11.755,1.0046169,11.755,1.0023073,11.755,1.0046189,11.755,1.0046189,11.755,1.0046189,11.755,1.0046169,11.755,1.0069348,11.755,1.0046189,11.755,1.0046189,11.755,1.0046189,11.755,1.0092527,11.755,1.0046189,11.755,1.0069315,11.755,1.0069315,11.755,1.0069315
11.756,1.0023063,11.756,1.0046189,11.756,1.0046189,11.756,1.0046189,11.756,1.0046189,11.756,1.0046169,11.756,1.0069348,11.756,1.0069348,11.756,1.0046189,11.756,1.0046189,11.756,1.0069348,11.756,1.0046189,11.756,1.0046146,11.756,1.0046146,11.756,1.0069315
11.757,1.0046169,11.757,1.0023073,11.757,1.0023073,11.757,1.0023073,11.757,1.0046189,11.757,1.0046169,11.757,1.0069348,11.757,1.0046189,11.757,1.0046189,11.757,1.0023073,11.757,1.0069348,11.757,1.0046189,11.757,1.0046146,11.757,1.0069315,11.757,1.0069315
11.758,1.0046169,11.758,1.0023073,11.758,1.0023073,11.758,1.0046189,11.758,1.0046189,11.758,1.0046169,11.758,1.0069348,11.758,1.0046189,11.758,1.0046189,11.758,1.0046189,11.758,1.0092527,11.758,1.0046189,11.758,1.0069315,11.758,1.0069315,11.758,1.0046189
11.759,1.0023063,11.759,1.0023073,11.759,1.0046189,11.759,1.0023073,11.759,1.0046189,11.759,1.0046169,11.759,1.0069348,11.759,1.0046189,11.759,1.0046189,11.759,1.0023073,11.759,1.0069348,11.759,1.0046189,11.759,1.0069315,11.759,1.0069315,11.759,1.0069315
11.76,1.0046169,11.76,1.0023073,11.76,1.0023073,11.76,1.0046189,11.76,1.0046189,11.76,1.0046169,11.76,1.0046189,11.76,1.0046169,11.76,1.0046189,11.76,1.0046189,11.76,1.0046189,11.76,1.0023063,11.76,1.0069315,11.76,1.0046189,11.76,1.0069315
11.761,1.0046169,11.761,1.0023073,11.761,1.0046189,11.761,1.0046189,11.761,1.0046189,11.761,1.0046169,11.761,1.0069348,11.761,1.0046189,11.761,1.0046189,11.761,1.0046189,11.761,1.0046189,11.761,1.0046189,11.761,1.0046146,11.761,1.0069315,11.761,1.0069315
11.762,1.0046169,11.762,1.0046189,11.762,1.0046189,11.762,1.0046189,11.762,1.0046189,11.762,1.0046169,11.762,1.0069348,11.762,1.0069348,11.762,1.0046189,11.762,1.0046189,11.762,1.0069348,11.762,1.0046189,11.762,1.0069315,11.762,1.0069315,11.762,1.0069315
11.763,1.0046169,11.763,1.0046189,11.763,1.0023073,11.763,1.0046189,11.763,1.0046189,11.763,1.0046169,11.763,1.0046169,11.763,1.0046169,11.763,1.0046189,11.763,1.0046189,11.763,1.0092527,11.763,1.0023063,11.763,1.0046189,11.763,1.0069315,11.763,1.0046189
11.764,1.0046169,11.764,1.0023073,11.764,1.0046189,11.764,1.0046189,11.764,1.0046189,11.764,1.0046169,11.764,1.0023063,11.764,1.0046189,11.764,1.0046189,11.764,1.0046189,11.764,1.0069348,11.764,1.0046189,11.764,1.0069315,11.764,1.0046146,11.764,1.0046189
11.765,1.0046169,11.765,1.0046189,11.765,1.0046189,11.765,1.0046189,11.765,1.0046189,11.765,1.0046169,11.765,1.0069348,11.765,1.0069348,11.765,1.0023073,11.765,1.0046189,11.765,1.0046189,11.765,1.0046189,11.765,1.0069315,11.765,1.0046146,11.765,1.0069315
11.766,1.0046169,11.766,1.0023073,11.766,1.0023073,11.766,1.0046189,11.766,1.0046189,11.766,1.0046169,11.766,1.0046189,11.766,1.0023063,11.766,1.0046189,11.766,1.0046189,11.766,1.0069348,11.766,1.0046189,11.766,1.0069315,11.766,1.0046146,11.766,1.0069315
11.767,1.0046169,11.767,1.0023073,11.767,1.0046189,11.767,1.0046189,11.767,1.0046189,11.767,1.0046169,11.767,1.0069348,11.767,1.0046169,11.767,1.0023073,11.767,1.0046189,11.767,1.0069348,11.767,1.0046189,11.767,1.0069315,11.767,1.0069315,11.767,1.0069315
11.768,1.0023063,11.768,1.0023073,11.768,1.0046189,11.768,1.0023073,11.768,1.0046189,11.768,1.0046169,11.768,1.0069348,11.768,1.0069348,11.768,1.0046189,11.768,1.0023073,11.768,1.0092527,11.768,1.0023063,11.768,1.0069315,11.768,1.0046146,11.768,1.0069315
11.769,1.0023063,11.769,1.0023073,11.769,1.0023073,11.769,1.0046189,11.769,1.0046189,11.769,1.0046169,11.769,1.0046189,11.769,1.0046189,11.769,1.0069315,11.769,1.0046189,11.769,1.0069348,11.769,1.0046189,11.769,1.0069315,11.769,1.0069315,11.769,1.0069315
11.77,1.0046169,11.77,1.0023073,11.77,1.0023073,11.77,1.0023073,11.77,1.0046189,11.77,1.0046169,11.77,1.0046189,11.77,1.0069348,11.77,1.0023073,11.77,1.0023073,11.77,1.0046189,11.77,1.0046189,11.77,1.0046146,11.77,1.0046146,11.77,1.0069315
11.771,1.0023063,11.771,1.0023073,11.771,1.0023073,11.771,1.0046146,11.771,1.0046189,11.771,1.0046169,11.771,1.0046189,11.771,1.0046189,11.771,1.0046146,11.771,1.0023073,11.771,1.0046189,11.771,1.0046189,11.771,1.0046146,11.771,1.0069315,11.771,1.0069315
11.772,1.0023063,11.772,1.0023073,11.772,1.0046146,11.772,1.0023073,11.772,1.0046189,11.772,1.0046169,11.772,1.0046189,11.772,1.0046189,11.772,1.0046146,11.772,1.0023073,11.772,1.0069348,11.772,1.0046189,11.772,1.0046146,11.772,1.0046146,11.772,1.0069315
11.773,1.0023063,11.773,1.0023073,11.773,1.0046146,11.773,1.0023073,11.773,1.0046189,11.773,1.0046169,11.773,1.0069315,11.773,1.0046189,11.773,1.0069315,11.773,1.0023073,11.773,1.0092527,11.773,1.0046189,11.773,1.0046146,11.773,1.0046146,11.773,1.0046146
11.774,1.0023063,11.774,1.0023073,11.774,1.0046146,11.774,1.0046146,11.774,1.0069315,11.774,1.0046169,11.774,1.0046189,11.774,1.0046189,11.774,1.0046146,11.774,1.0046146,11.774,1.0092527,11.774,1.0046189,11.774,1.0046146,11.774,1.0046146,11.774,1.0046146
11.775,1.0023063,11.775,1.0023073,11.775,1.0046146,11.775,1.0023073,11.775,1.0046189,11.775,1.0046169,11.775,1.0046189,11.775,1.0046189,11.775,1.0046146,11.775,1.0046146,11.775,1.0069315,11.775,1.0046189,11.775,1.0046146,11.775,1.0046146,11.775,1.0046146
11.776,1.0023063,11.776,1.0046146,11.776,1.0046146,11.776,1.0046146,11.776,1.0046146,11.776,1.0046169,11.776,1.0069315,11.776,1.0046189,11.776,1.0046146,11.776,1.0046146,11.776,1.0046189,11.776,1.0069315,11.776,1.0046146,11.776,1.0046146,11.776,1.0046146
11.777,1.0023063,11.777,1.0046146,11.777,1.0046146,11.777,1.0046146,11.777,1.0046146,11.777,1.0046169,11.777,1.0046189,11.777,1.0069315,11.777,1.0046146,11.777,1.0046146,11.777,1.0069315,11.777,1.0069315,11.777,1.0046146,11.777,1.0046146,11.777,1.0046146
11.778,1.0023063,11.778,1.0046146,11.778,1.0069345,11.778,1.0046146,11.778,1.0069315,11.778,1.0069348,11.778,1.0069315,11.778,1.0046146,11.778,1.0046146,11.778,1.0046146,11.778,1.0069315,11.778,1.0069315,11.778,1.0046146,11.778,1.0046146,11.778,1.0046146
11.779,1.0023063,11.779,1.0046146,11.779,1.0069345,11.779,1.0046146,11.779,1.0069345,11.779,1.0069348,11.779,1.0069315,11.779,1.0069315,11.779,1.0046146,11.779,1.0046146,11.779,1.0069315,11.779,1.0046189,11.779,1.0046146,11.779,1.0046146,11.779,1.0069345
11.78,1.0023063,11.78,1.0046146,11.78,1.0069345,11.78,1.0069345,11.78,1.0069345,11.78,1.0046169,11.78,1.0046146,11.78,1.0046146,11.78,1.0069345,11.78,1.0069345,11.78,1.0069315,11.78,1.0069315,11.78,1.0046146,11.78,1.0069345,11.78,1.0046146
11.781,1.0023063,11.781,1.0069345,11.781,1.0069345,11.781,1.0069345,11.781,1.0046146,11.781,1.0069348,11.781,1.0046146,11.781,1.0046146,11.781,1.0069345,11.781,1.0069345,11.781,1.0069315,11.781,1.0046146,11.781,1.0046146,11.781,1.0069345,11.781,1.0069345
11.782,1.0023073,11.782,1.0069345,11.782,1.0069345,11.782,1.0069345,11.782,1.0069345,11.782,1.0069348,11.782,1.0046146,11.782,1.0046146,11.782,1.0069345,11.782,1.0069345,11.782,1.0046146,11.782,1.0069315,11.782,1.0069345,11.782,1.0069345,11.782,1.0069345
11.783,1.0023073,11.783,1.0069345,11.783,1.0069345,11.783,1.0069345,11.783,1.0069345,11.783,1.0069348,11.783,1.0046146,11.783,1.0046146,11.783,1.0069345,11.783,1.0069345,11.783,1.0046146,11.783,1.0046146,11.783,1.0069345,11.783,1.0069345,11.783,1.0069345
11.784,1.0023073,11.784,1.0046166,11.784,1.0069345,11.784,1.0069345,11.784,1.0069345,11.784,1.0069348,11.784,1.0046146,11.784,1.0046146,11.784,1.0069345,11.784,1.0069345,11.784,1.0046146,11.784,1.0046146,11.784,1.0069312,11.784,1.0069345,11.784,1.0092545
11.785,1.0023073,11.785,1.0069345,11.785,1.0069345,11.785,1.0046166,11.785,1.0069345,11.785,1.0046189,11.785,1.0046146,11.785,1.0069345,11.785,1.0069345,11.785,1.0046166,11.785,1.0046146,11.785,1.0046146,11.785,1.0092545,11.785,1.0092545,11.785,1.0069345
11.786,1.0023073,11.786,1.0046166,11.786,1.0046166,11.786,1.0046166,11.786,1.0069345,11.786,1.0069315,11.786,1.0046146,11.786,1.0046146,11.786,1.0069345,11.786,1.0046166,11.786,1.0046146,11.786,1.0023019,11.786,1.0069312,11.786,1.0069312,11.786,1.0069312
11.787,1.0023073,11.787,1.0046166,11.787,1.0046166,11.787,1.0046166,11.787,1.0069345,11.787,1.0069315,11.787,1.0069345,11.787,1.0069345,11.787,1.0069345,11.787,1.0046166,11.787,1.0069345,11.787,1.0046166,11.787,1.0069312,11.787,1.0069312,11.787,1.0069312
11.788,1.0046146,11.788,1.0046166,11.788,1.0046166,11.788,1.0046166,11.788,1.0069345,11.788,1.0069315,11.788,1.0069345,11.788,1.0069345,11.788,1.0046166,11.788,1.0069312,11.788,1.0069345,11.788,1.0069345,11.788,1.0069312,11.788,1.0069312,11.788,1.0069312
11.789,1.0046146,11.789,1.0069312,11.789,1.0069312,11.789,1.0069312,11.789,1.0092545,11.789,1.0069315,11.789,1.0069345,11.789,1.0069345,11.789,1.0069312,11.789,1.0069312,11.789,1.0069345,11.789,1.0046166,11.789,1.0069312,11.789,1.0069312,11.789,1.0069312
11.79,1.0046146,11.79,1.0069312,11.79,1.0069312,11.79,1.0069312,11.79,1.0092522,11.79,1.0069315,11.79,1.0069345,11.79,1.0092545,11.79,1.0069312,11.79,1.0069312,11.79,1.0069345,11.79,1.0046166,11.79,1.0069312,11.79,1.0069312,11.79,1.0069312
11.791,1.0046146,11.791,1.0092522,11.791,1.0092522,11.791,1.0069312,11.791,1.0069312,11.791,1.0069315,11.791,1.0092545,11.791,1.0092545,11.791,1.0069312,11.791,1.0092522,11.791,1.0069345,11.791,1.0046166,11.791,1.0046185,11.791,1.0092522,11.791,1.0092522
11.792,1.0046146,11.792,1.0069312,11.792,1.0092522,11.792,1.0092522,11.792,1.0069312,11.792,1.0069315,11.792,1.0092545,11.792,1.0069312,11.792,1.0069312,11.792,1.0092522,11.792,1.0092545,11.792,1.0069312,11.792,1.0069343,11.792,1.0069343,11.792,1.0069312
11.793,1.0046146,11.793,1.0092522,11.793,1.0092522,11.793,1.0092522,11.793,1.0092522,11.793,1.0069315,11.793,1.0069312,11.793,1.0092545,11.793,1.0069312,11.793,1.0092522,11.793,1.0069312,11.793,1.0069312,11.793,1.0069343,11.793,1.0069343,11.793,1.0069343
11.794,1.0023019,11.794,1.0092522,11.794,1.0092522,11.794,1.0092522,11.794,1.0069343,11.794,1.0069315,11.794,1.0069312,11.794,1.0069312,11.794,1.0069312,11.794,1.0092522,11.794,1.0069312,11.794,1.0069312,11.794,1.0069343,11.794,1.0092561,11.794,1.0069343
11.795,1.0046166,11.795,1.0069343,11.795,1.0092522,11.795,1.0092522,11.795,1.0069343,11.795,1.0092568,11.795,1.0069312,11.795,1.0069312,11.795,1.0092522,11.795,1.0092522,11.795,1.0069312,11.795,1.0069312,11.795,1.0069343,11.795,1.0092561,11.795,1.0092561
11.796,1.0046166,11.796,1.0069343,11.796,1.0069343,11.796,1.0092522,11.796,1.0069343,11.796,1.0115821,11.796,1.0069312,11.796,1.0046185,11.796,1.0092522,11.796,1.0092522,11.796,1.0069312,11.796,1.0069312,11.796,1.0092561,11.796,1.0092561,11.796,1.0092561
11.797,1.0046166,11.797,1.0069343,11.797,1.0069343,11.797,1.0069343,11.797,1.0069343,11.797,1.0069345,11.797,1.0069312,11.797,1.0069343,11.797,1.0092561,11.797,1.0069343,11.797,1.0069312,11.797,1.0046185,11.797,1.0092561,11.797,1.0092561,11.797,1.0092561
11.798,1.0069312,11.798,1.0069343,11.798,1.0069343,11.798,1.0069343,11.798,1.0092561,11.798,1.0092545,11.798,1.0069343,11.798,1.0069343,11.798,1.0092561,11.798,1.0092561,11.798,1.0069343,11.798,1.0069343,11.798,1.0092561,11.798,1.0092561,11.798,1.0092561
11.799,1.0069312,11.799,1.0092561,11.799,1.0092561,11.799,1.0092561,11.799,1.0092561,11.799,1.0092545,11.799,1.0069343,11.799,1.0069343,11.799,1.0069343,11.799,1.0092561,11.799,1.0046185,11.799,1.0069343,11.799,1.0092561,11.799,1.0092561,11.799,1.0092561
11.8,1.0046185,11.8,1.0092561,11.8,1.0092561,11.8,1.0092561,11.8,1.0069343,11.8,1.0092545,11.8,1.0069343,11.8,1.0069343,11.8,1.0092561,11.8,1.0092561,11.8,1.0069343,11.8,1.0092561,11.8,1.0069308,11.8,1.0092537,11.8,1.0092561
11.801,1.0046185,11.801,1.0069308,11.801,1.0069308,11.801,1.0092561,11.801,1.0092537,11.801,1.0069312,11.801,1.0069343,11.801,1.0092561,11.801,1.0092561,11.801,1.0092561,11.801,1.0069343,11.801,1.0069343,11.801,1.0092561,11.801,1.0092537,11.801,1.0092537
11.802,1.0046185,11.802,1.0069308,11.802,1.0092537,11.802,1.0069308,11.802,1.0115844,11.802,1.0069312,11.802,1.0069343,11.802,1.0092561,11.802,1.0092537,11.802,1.0092537,11.802,1.0069343,11.802,1.0092561,11.802,1.0092537,11.802,1.0115844,11.802,1.0092537
11.803,1.0046185,11.803,1.0092537,11.803,1.0092537,11.803,1.0092537,11.803,1.0092537,11.803,1.0069312,11.803,1.0069343,11.803,1.0069308,11.803,1.0092537,11.803,1.0092537,11.803,1.0092561,11.803,1.0069308,11.803,1.0092537,11.803,1.0092537,11.803,1.0092537
11.804,1.0069343,11.804,1.0092537,11.804,1.0092537,11.804,1.0092537,11.804,1.0092537,11.804,1.0092522,11.804,1.0092561,11.804,1.0092561,11.804,1.0092537,11.804,1.0092537,11.804,1.0069343,11.804,1.0069308,11.804,1.0069338,11.804,1.0092537,11.804,1.0092537
11.805,1.0069343,11.805,1.0092537,11.805,1.0092537,11.805,1.0092537,11.805,1.0092537,11.805,1.0092522,11.805,1.0092561,11.805,1.0092561,11.805,1.0092537,11.805,1.0092537,11.805,1.0092561,11.805,1.0092537,11.805,1.0069338,11.805,1.0069338,11.805,1.0092514
11.806,1.0069343,11.806,1.0092537,11.806,1.0092537,11.806,1.0092537,11.806,1.0069338,11.806,1.0092522,11.806,1.0069308,11.806,1.0092537,11.806,1.0092537,11.806,1.0092537,11.806,1.0092561,11.806,1.0069308,11.806,1.0069338,11.806,1.0069338,11.806,1.0092514
11.807,1.0069343,11.807,1.0069338,11.807,1.0115767,11.807,1.0092537,11.807,1.0092537,11.807,1.0115794,11.807,1.0092537,11.807,1.0069308,11.807,1.0092537,11.807,1.0092537,11.807,1.0092561,11.807,1.0069308,11.807,1.0069338,11.807,1.0069338,11.807,1.0092514
11.808,1.0046142,11.808,1.0069338,11.808,1.0092537,11.808,1.0115767,11.808,1.0069338,11.808,1.0092522,11.808,1.0092537,11.808,1.0069338,11.808,1.0069338,11.808,1.0092537,11.808,1.0092537,11.808,1.0092537,11.808,1.0069338,11.808,1.0092514,11.808,1.0092514
11.809,1.0046142,11.809,1.0092514,11.809,1.0092514,11.809,1.0092514,11.809,1.0092514,11.809,1.0115794,11.809,1.0092537,11.809,1.0069338,11.809,1.0092514,11.809,1.0092514,11.809,1.0092537,11.809,1.0069338,11.809,1.0069338,11.809,1.0092514,11.809,1.0092514
11.81,1.0046142,11.81,1.0092514,11.81,1.0092514,11.81,1.0092514,11.81,1.0092514,11.81,1.0115794,11.81,1.0069338,11.81,1.0069338,11.81,1.0092514,11.81,1.0092514,11.81,1.0092537,11.81,1.0092514,11.81,1.0092514,11.81,1.0092514,11.81,1.0092514
