p1,,p2,,p3,,p4,,p5,,qa,,qb,,qc,,qd,,qe,,qf,,qg,,qh,,qi,,qj,
11.811,1.002305,11.811,1.0092514,11.811,1.0092514,11.811,1.0092514,11.811,1.0092514,11.811,1.0092561,11.811,1.0069338,11.811,1.0092514,11.811,1.0092514,11.811,1.0092514,11.811,1.0069338,11.811,1.0092514,11.811,1.0092514,11.811,1.0069304,11.811,1.0069304
11.812,1.002305,11.812,1.0069304,11.812,1.0115814,11.812,1.0092514,11.812,1.0092514,11.812,1.0092561,11.812,1.0069338,11.812,1.0092514,11.812,1.0092514,11.812,1.0092514,11.812,1.0069338,11.812,1.0069338,11.812,1.0069304,11.812,1.0069304,11.812,1.0092514
11.813,1.0046163,11.813,1.0069304,11.813,1.0092552,11.813,1.0092552,11.813,1.0092514,11.813,1.0092561,11.813,1.0069338,11.813,1.0092514,11.813,1.0069304,11.813,1.0069304,11.813,1.0069338,11.813,1.0092514,11.813,1.0092552,11.813,1.0069304,11.813,1.0069304
11.814,1.0046163,11.814,1.0092552,11.814,1.0092552,11.814,1.0092552,11.814,1.0069304,11.814,1.0069308,11.814,1.0069338,11.814,1.0092514,11.814,1.0069304,11.814,1.0092552,11.814,1.0069338,11.814,1.0092514,11.814,1.0069304,11.814,1.0069304,11.814,1.0092552
11.815,1.0046163,11.815,1.0092552,11.815,1.0092552,11.815,1.0092552,11.815,1.0092552,11.815,1.0092537,11.815,1.0069338,11.815,1.0092514,11.815,1.0069304,11.815,1.0092552,11.815,1.0069338,11.815,1.0092514,11.815,1.0046138,11.815,1.0069332,11.815,1.0092552
11.816,1.0046163,11.816,1.0092552,11.816,1.0092552,11.816,1.0092552,11.816,1.0069332,11.816,1.0092537,11.816,1.0046182,11.816,1.0069304,11.816,1.0092552,11.816,1.0092552,11.816,1.0069338,11.816,1.0092514,11.816,1.0069332,11.816,1.0069332,11.816,1.0069332
11.817,1.0046163,11.817,1.0069332,11.817,1.0092552,11.817,1.0092552,11.817,1.0069332,11.817,1.0092537,11.817,1.0069304,11.817,1.0069304,11.817,1.0092552,11.817,1.0092552,11.817,1.0069304,11.817,1.0069304,11.817,1.0069332,11.817,1.0069332,11.817,1.0092527
11.818,1.0046182,11.818,1.0069332,11.818,1.0069332,11.818,1.0069332,11.818,1.0069332,11.818,1.0092537,11.818,1.0069304,11.818,1.0046138,11.818,1.0069332,11.818,1.0069332,11.818,1.0069304,11.818,1.0092552,11.818,1.0069332,11.818,1.0069332,11.818,1.0092527
11.819,1.0046182,11.819,1.0069332,11.819,1.0069332,11.819,1.0069332,11.819,1.0069332,11.819,1.0092537,11.819,1.0069304,11.819,1.0046138,11.819,1.0046157,11.819,1.0069332,11.819,1.0069304,11.819,1.0069332,11.819,1.0046157,11.819,1.0069298,11.819,1.0069298
11.82,1.0046182,11.82,1.0069298,11.82,1.0069298,11.82,1.0069298,11.82,1.0092527,11.82,1.0092514,11.82,1.0092552,11.82,1.0069332,11.82,1.0069298,11.82,1.0069298,11.82,1.0092552,11.82,1.0069332,11.82,1.0069298,11.82,1.0069298,11.82,1.0069298
11.821,1.0046182,11.821,1.0069298,11.821,1.0069298,11.821,1.0069298,11.821,1.0069298,11.821,1.0092514,11.821,1.0069332,11.821,1.0092527,11.821,1.0069298,11.821,1.0069298,11.821,1.0092552,11.821,1.0046157,11.821,1.0069298,11.821,1.0069298,11.821,1.0092499
11.822,1.0046182,11.822,1.0069298,11.822,1.0069298,11.822,1.0069298,11.822,1.0069298,11.822,1.0069304,11.822,1.0069332,11.822,1.0069298,11.822,1.0069298,11.822,1.0069298,11.822,1.0069332,11.822,1.0046157,11.822,1.0069298,11.822,1.0092499,11.822,1.0069324
11.823,1.0023069,11.823,1.0069298,11.823,1.0069298,11.823,1.0069298,11.823,1.0092499,11.823,1.0069304,11.823,1.0046157,11.823,1.0069298,11.823,1.0069298,11.823,1.0069298,11.823,1.0069332,11.823,1.0069298,11.823,1.0092499,11.823,1.0092499,11.823,1.0069324
11.824,1.0046138,11.824,1.0046175,11.824,1.0046175,11.824,1.0069298,11.824,1.0092499,11.824,1.0069304,11.824,1.0046157,11.824,1.0069298,11.824,1.0046175,11.824,1.0092499,11.824,1.0069332,11.824,1.0069298,11.824,1.0069324,11.824,1.0069324,11.824,1.0092536
11.825,1.0023016,11.825,1.0069324,11.825,1.0069324,11.825,1.0069324,11.825,1.0069324,11.825,1.0069304,11.825,1.0069298,11.825,1.0046175,11.825,1.0069324,11.825,1.0069324,11.825,1.0069298,11.825,1.0069298,11.825,1.0069324,11.825,1.0069324,11.825,1.0092536
11.826,1.0046157,11.826,1.004613,11.826,1.004613,11.826,1.0069324,11.826,1.0069324,11.826,1.0069332,11.826,1.0092499,11.826,1.0069324,11.826,1.0069324,11.826,1.0069324,11.826,1.0069298,11.826,1.0046175,11.826,1.0069324,11.826,1.0069324,11.826,1.0092536
11.827,1.0046157,11.827,1.0069289,11.827,1.0069289,11.827,1.0069289,11.827,1.004613,11.827,1.0069332,11.827,1.0069298,11.827,1.0069324,11.827,1.0069289,11.827,1.0069289,11.827,1.0069298,11.827,1.0069324,11.827,1.004613,11.827,1.0069289,11.827,1.0069289
11.828,1.0046157,11.828,1.0069289,11.828,1.0069289,11.828,1.0069289,11.828,1.0069289,11.828,1.0069298,11.828,1.0069324,11.828,1.0069324,11.828,1.0069289,11.828,1.0069289,11.828,1.0069324,11.828,1.0069324,11.828,1.0069289,11.828,1.0069289,11.828,1.0069289
11.829,1.0023087,11.829,1.0069289,11.829,1.0069289,11.829,1.0069289,11.829,1.0069289,11.829,1.0069298,11.829,1.0069324,11.829,1.0069324,11.829,1.0069289,11.829,1.0069289,11.829,1.0069324,11.829,1.0069324,11.829,1.0069289,11.829,1.0069289,11.829,1.0046148
11.83,1.0023087,11.83,1.0069289,11.83,1.0069289,11.83,1.0069289,11.83,1.0069289,11.83,1.0069298,11.83,1.0069324,11.83,1.004613,11.83,1.0069289,11.83,1.0069289,11.83,1.0069324,11.83,1.004613,11.83,1.0069289,11.83,1.0069289,11.83,1.0069314
11.831,1.0023035,11.831,1.0046148,11.831,1.0069289,11.831,1.0069289,11.831,1.0069289,11.831,1.0069298,11.831,1.004613,11.831,1.004613,11.831,1.0069289,11.831,1.0069289,11.831,1.0069324,11.831,1.004613,11.831,1.0069314,11.831,1.0069314,11.831,1.0069314
11.832,1.0023035,11.832,1.0046148,11.832,1.0046148,11.832,1.0046148,11.832,1.0069289,11.832,1.0069298,11.832,1.004613,11.832,1.004613,11.832,1.0046148,11.832,1.0046148,11.832,1.0069324,11.832,1.004613,11.832,1.0069314,11.832,1.0069314,11.832,1.0069314
11.833,1.0023035,11.833,1.0069314,11.833,1.0046148,11.833,1.0046148,11.833,1.0069289,11.833,1.0069298,11.833,1.004613,11.833,1.0023043,11.833,1.0046148,11.833,1.0046148,11.833,1.0069289,11.833,1.0023043,11.833,1.0046165,11.833,1.0069314,11.833,1.0069314
11.834,1.004613,11.834,1.0046148,11.834,1.0069314,11.834,1.0046148,11.834,1.0069314,11.834,1.0046175,11.834,1.0069289,11.834,1.0069314,11.834,1.0069314,11.834,1.0069314,11.834,1.0069289,11.834,1.0046148,11.834,1.0046165,11.834,1.0069314,11.834,1.0069314
11.835,1.004613,11.835,1.0046148,11.835,1.0069314,11.835,1.0046148,11.835,1.0069314,11.835,1.0069324,11.835,1.0069289,11.835,1.0046148,11.835,1.0069314,11.835,1.0069314,11.835,1.0069289,11.835,1.0046148,11.835,1.0046165,11.835,1.0046165,11.835,1.0069342
11.836,1.004613,11.836,1.0069314,11.836,1.0069314,11.836,1.0069314,11.836,1.0046165,11.836,1.0092536,11.836,1.0069289,11.836,1.0069314,11.836,1.0069314,11.836,1.0069314,11.836,1.0069314,11.836,1.0046148,11.836,1.0046165,11.836,1.0046165,11.836,1.0069342
11.837,1.0023043,11.837,1.0069314,11.837,1.0069314,11.837,1.0069314,11.837,1.0046165,11.837,1.0092536,11.837,1.0069314,11.837,1.0046165,11.837,1.0069314,11.837,1.0069314,11.837,1.0092509,11.837,1.0069314,11.837,1.0046165,11.837,1.0046165,11.837,1.0069342
11.838,1.0023043,11.838,1.0046165,11.838,1.0069314,11.838,1.0092543,11.838,1.0046165,11.838,1.0092536,11.838,1.0046148,11.838,1.0069314,11.838,1.0046165,11.838,1.0069314,11.838,1.0069314,11.838,1.0069314,11.838,1.0046165,11.838,1.0046165,11.838,1.0046183
11.839,1.0023043,11.839,1.0069342,11.839,1.0069342,11.839,1.0069342,11.839,1.0046165,11.839,1.0092536,11.839,1.0046165,11.839,1.0046165,11.839,1.0092543,11.839,1.0069342,11.839,1.0069314,11.839,1.0069314,11.839,1.0069342,11.839,1.0069342,11.839,1.0046183
11.84,1,11.84,1.0046165,11.84,1.0069342,11.84,1.0069342,11.84,1.0069342,11.84,1.0069289,11.84,1.0046165,11.84,1.0046165,11.84,1.0069342,11.84,1.0069342,11.84,1.0046165,11.84,1.0046165,11.84,1.0046183,11.84,1.0046183,11.84,1.0046183
11.841,1,11.841,1.0046183,11.841,1.0046183,11.841,1.0069342,11.841,1.0069342,11.841,1.0069289,11.841,1.0046165,11.841,1.0046165,11.841,1.0069342,11.841,1.0069342,11.841,1.0046165,11.841,1.0046165,11.841,1.0046183,11.841,1.0046183,11.841,1.0046183
11.842,1,11.842,1.0046183,11.842,1.0046183,11.842,1.0046183,11.842,1.0046183,11.842,1.0069289,11.842,1.0046165,11.842,1.0046165,11.842,1.0046183,11.842,1.0046183,11.842,1.0046165,11.842,1.0046165,11.842,1.0046183,11.842,1.0046183,11.842,1.0046183
11.843,1,11.843,1.0046183,11.843,1.0046183,11.843,1.0046183,11.843,1.0069342,11.843,1.0069289,11.843,1.0046165,11.843,1.0046165,11.843,1.0046183,11.843,1.0046183,11.843,1.0046165,11.843,1.002306,11.843,1.0023069,11.843,1.0023069,11.843,1.0069305
11.844,1.0023052,11.844,1.0046183,11.844,1.0046183,11.844,1.0046183,11.844,1.0023069,11.844,1.0046148,11.844,1.0046165,11.844,1.0069342,11.844,1.0046183,11.844,1.0046183,11.844,1.0046165,11.844,1.002306,11.844,1.0046139,11.844,1.0069305,11.844,1.0023069
11.845,1.0023052,11.845,1.0046183,11.845,1.0046183,11.845,1.0046183,11.845,1.0023069,11.845,1.0046148,11.845,1.002306,11.845,1.002306,11.845,1.0046183,11.845,1.0046183,11.845,1.0069342,11.845,1.0046183,11.845,1.0046139,11.845,1.0046139,11.845,1.0046139
11.846,1.0023052,11.846,1.0046183,11.846,1.0046183,11.846,1.0046183,11.846,1.0023069,11.846,1.0046148,11.846,1.002306,11.846,1.002306,11.846,1.0046183,11.846,1.0046183,11.846,1.0069342,11.846,1.0046183,11.846,1.0023069,11.846,1.0046139,11.846,1.0046139
11.847,1.002306,11.847,1.0023069,11.847,1.0046183,11.847,1.0023069,11.847,1.0023069,11.847,1.0046148,11.847,1.0046183,11.847,1.0023069,11.847,1.0046183,11.847,1.0023069,11.847,1.002306,11.847,1.002306,11.847,1.0046139,11.847,1.0046139,11.847,1.0023016
11.848,1.002306,11.848,1.0023069,11.848,1.0023069,11.848,1.0046183,11.848,1.0046139,11.848,1.0069314,11.848,1.0046183,11.848,1.0046183,11.848,1.0023069,11.848,1.0046183,11.848,1.0046183,11.848,1.0046139,11.848,1.0046139,11.848,1.0046139,11.848,1.0023016
11.849,1.002306,11.849,1.0023069,11.849,1.0046139,11.849,1.0023069,11.849,1.0023069,11.849,1.0046165,11.849,1.0023069,11.849,1.0023069,11.849,1.0046139,11.849,1.0046139,11.849,1.0046183,11.849,1.0023069,11.849,1.0046139,11.849,1.0046139,11.849,1.0023016
11.85,1.002306,11.85,1.0046139,11.85,1.0046139,11.85,1.0046139,11.85,1.0023069,11.85,1.0046165,11.85,1.0023069,11.85,1.0023069,11.85,1,11.85,1.0046139,11.85,1.0023069,11.85,1.0023069,11.85,1.0046139,11.85,1.0023016,11.85,1.0023016
11.851,1,11.851,1,11.851,1.0023016,11.851,1.0046139,11.851,1,11.851,1.0069342,11.851,1.0023069,11.851,1.0023069,11.851,1.0023016,11.851,1.0046139,11.851,1.0023069,11.851,1.0046139,11.851,1.0023016,11.851,1.0023016,11.851,1.0023016
11.852,1,11.852,1,11.852,1.0023016,11.852,1.0023016,11.852,1.0023069,11.852,1.0046183,11.852,1.0023069,11.852,1.0023069,11.852,1.0023016,11.852,1.0023016,11.852,1.0023069,11.852,1,11.852,1.0023016,11.852,1.0023016,11.852,1.0023016
11.853,1,11.853,1.0023016,11.853,1.0023016,11.853,1.0023016,11.853,1.0023016,11.853,1.0046183,11.853,1.0023069,11.853,1.0023069,11.853,1.0023016,11.853,1.0023016,11.853,1.0023069,11.853,1,11.853,1.0023016,11.853,1.0023016,11.853,1.0023016
11.854,1,11.854,1.0023016,11.854,1.0023016,11.854,1.0023016,11.854,1.0023016,11.854,1.0046183,11.854,1.0023069,11.854,1.0046139,11.854,1.0023016,11.854,1.0023016,11.854,1.0023069,11.854,1.0023016,11.854,1.0023016,11.854,1.0023016,11.854,1.0023016
11.855,1,11.855,1.0023016,11.855,1.0023016,11.855,1.0046155,11.855,1.0023016,11.855,1.0046183,11.855,1.0023069,11.855,1.0023016,11.855,1.0023016,11.855,1.0023016,11.855,1,11.855,1,11.855,1,11.855,1,11.855,1
11.856,1,11.856,1.0023016,11.856,1.0023016,11.856,1.0023016,11.856,1,11.856,1.0046183,11.856,1.0023069,11.856,1,11.856,1.0023016,11.856,1.0023016,11.856,1.0023069,11.856,1.0023016,11.856,1,11.856,1,11.856,1
11.857,0.99769843,11.857,1.0023016,11.857,1.0023016,11.857,1.0023016,11.857,1.0023016,11.857,1.0046183,11.857,1,11.857,1.0023016,11.857,1.0023016,11.857,1.0023016,11.857,1.0023069,11.857,1.0023016,11.857,1,11.857,1,11.857,1
11.858,0.99769843,11.858,1,11.858,1.0023016,11.858,1.0023016,11.858,1,11.858,1.0046183,11.858,1,11.858,1.0023016,11.858,1.0023016,11.858,1.0023016,11.858,1,11.858,1.0023016,11.858,1,11.858,1,11.858,1
11.859,0.99769843,11.859,1,11.859,1.0023016,11.859,1.0023016,11.859,1,11.859,1.0023069,11.859,1,11.859,1.0023016,11.859,1.0023016,11.859,1.0023016,11.859,1.0023016,11.859,1.0023016,11.859,1,11.859,1,11.859,1
11.86,0.99769843,11.86,1,11.86,1,11.86,1,11.86,1,11.86,1.0046183,11.86,1,11.86,1.0023016,11.86,1,11.86,1,11.86,1,11.86,1,11.86,1,11.86,1,11.86,1
11.861,0.99769843,11.861,1,11.861,1,11.861,1,11.861,1,11.861,1.0023069,11.861,1,11.861,1,11.861,1,11.861,1,11.861,1,11.861,1,11.861,1,11.861,1,11.861,1
11.862,0.99769843,11.862,1,11.862,1,11.862,1,11.862,1,11.862,1.0023069,11.862,1,11.862,1,11.862,1,11.862,1,11.862,1.0023016,11.862,1,11.862,1,11.862,1,11.862,1
11.863,0.99769843,11.863,1,11.863,1,11.863,1,11.863,0.99770367,11.863,1.0023069,11.863,1,11.863,1,11.863,1,11.863,1,11.863,1,11.863,1,11.863,1,11.863,1,11.863,1
11.864,1,11.864,1,11.864,1,11.864,1,11.864,1,11.864,1,11.864,1,11.864,1,11.864,1,11.864,1,11.864,1.0023016,11.864,1,11.864,1,11.864,1,11.864,1
11.865,0.99769843,11.865,1,11.865,1,11.865,1,11.865,1,11.865,1,11.865,1,11.865,0.99770367,11.865,1,11.865,1,11.865,1,11.865,1,11.865,1,11.865,1,11.865,1
11.866,1,11.866,1,11.866,1,11.866,1,11.866,0.99770367,11.866,1,11.866,1,11.866,1,11.866,1,11.866,1,11.866,1,11.866,0.99770367,11.866,1,11.866,1,11.866,1
11.867,0.99769843,11.867,0.99769664,11.867,1,11.867,1,11.867,1,11.867,1.0023069,11.867,1,11.867,1,11.867,1,11.867,1,11.867,1,11.867,1,11.867,1,11.867,1,11.867,1
11.868,0.99769843,11.868,0.99540561,11.868,1,11.868,1,11.868,0.99770367,11.868,1,11.868,1,11.868,1,11.868,1,11.868,1,11.868,1,11.868,0.99770367,11.868,1,11.868,1,11.868,1
11.869,0.99769843,11.869,0.99769664,11.869,1,11.869,0.99769664,11.869,0.99770367,11.869,1,11.869,1,11.869,0.99770367,11.869,0.99769664,11.869,0.99769664,11.869,1.0023016,11.869,0.99770367,11.869,1,11.869,1,11.869,1
11.87,0.99769843,11.87,0.99769664,11.87,1,11.87,0.99770367,11.87,0.99770367,11.87,1,11.87,0.99770367,11.87,0.99770367,11.87,1,11.87,0.99770367,11.87,1,11.87,1,11.87,0.99769664,11.87,0.99769664,11.87,0.99769664
11.871,0.99769843,11.871,0.99540561,11.871,1,11.871,0.99770367,11.871,0.99770367,11.871,1,11.871,0.99770367,11.871,0.99770367,11.871,0.99769664,11.871,0.99770367,11.871,1,11.871,0.99770367,11.871,0.99769664,11.871,1,11.871,1
11.872,0.99769843,11.872,0.99540561,11.872,0.99540561,11.872,0.99770367,11.872,0.99770367,11.872,1,11.872,0.99770367,11.872,0.99770367,11.872,1,11.872,0.99770367,11.872,0.99770367,11.872,0.99770367,11.872,1,11.872,0.99769664,11.872,0.99769664
11.873,0.99540734,11.873,0.99540561,11.873,0.99540561,11.873,0.99770367,11.873,0.99770367,11.873,1,11.873,0.99770367,11.873,0.99770367,11.873,0.99769664,11.873,0.99770367,11.873,1,11.873,0.99770367,11.873,0.99769664,11.873,1,11.873,1
11.874,0.99769843,11.874,0.99540561,11.874,0.99540561,11.874,0.99770367,11.874,0.99770367,11.874,1,11.874,1,11.874,0.99770367,11.874,0.99770367,11.874,0.99770367,11.874,1,11.874,0.99540734,11.874,0.99540561,11.874,1,11.874,0.99770367
11.875,0.99540734,11.875,0.99540561,11.875,0.99770367,11.875,0.99770367,11.875,0.99770367,11.875,1,11.875,0.99770367,11.875,0.99770367,11.875,0.99540561,11.875,0.99770367,11.875,1,11.875,0.99540734,11.875,1,11.875,0.99770367,11.875,0.99540561
11.876,0.99540734,11.876,0.99540561,11.876,0.99540561,11.876,0.99770367,11.876,0.99770367,11.876,1,11.876,0.99770367,11.876,0.99540734,11.876,0.99540561,11.876,0.99770367,11.876,1,11.876,0.99770367,11.876,0.99770367,11.876,0.99770367,11.876,1
11.877,0.99540734,11.877,0.99540561,11.877,0.99770367,11.877,0.99770367,11.877,0.99770367,11.877,0.99769843,11.877,0.99770367,11.877,0.99540734,11.877,0.99770367,11.877,0.99770367,11.877,0.99770367,11.877,0.99540734,11.877,0.99770367,11.877,0.99770367,11.877,0.99770367
11.878,0.99540734,11.878,0.99770367,11.878,0.99540561,11.878,0.99770367,11.878,0.99770367,11.878,1,11.878,0.99540734,11.878,0.99540734,11.878,0.99770367,11.878,0.99770367,11.878,0.99770367,11.878,0.99540734,11.878,0.99770367,11.878,0.99770367,11.878,0.99770367
11.879,0.99769843,11.879,0.99770367,11.879,0.99770367,11.879,0.99770367,11.879,0.99540734,11.879,1,11.879,1,11.879,0.99540734,11.879,0.99770367,11.879,0.99770367,11.879,1,11.879,0.99770367,11.879,0.99770367,11.879,0.99770367,11.879,0.99770367
11.88,0.99540299,11.88,0.99770367,11.88,0.99770367,11.88,0.99770367,11.88,0.99540734,11.88,0.99769843,11.88,0.99540734,11.88,0.99540734,11.88,0.99770367,11.88,0.99770367,11.88,0.99770367,11.88,0.99540734,11.88,0.99540734,11.88,0.99540734,11.88,0.99770367
11.881,0.99540299,11.881,0.99770367,11.881,0.99770367,11.881,0.99770367,11.881,0.99540734,11.881,0.99769843,11.881,0.99540734,11.881,0.99540734,11.881,0.99770367,11.881,0.99770367,11.881,1,11.881,0.99540734,11.881,0.99540734,11.881,0.99540734,11.881,0.99770367
11.882,0.99540299,11.882,0.99540734,11.882,0.99540734,11.882,0.99540734,11.882,0.99540734,11.882,0.99769843,11.882,0.99769843,11.882,0.99540734,11.882,0.99770367,11.882,0.99770367,11.882,0.99769843,11.882,0.99540734,11.882,0.99540734,11.882,0.99540734,11.882,0.99770367
11.883,0.99540299,11.883,0.99540734,11.883,0.99540734,11.883,0.99769843,11.883,0.99540734,11.883,0.99769843,11.883,0.99769843,11.883,0.99540734,11.883,0.99770367,11.883,0.99769843,11.883,0.99769843,11.883,0.99769843,11.883,0.99540734,11.883,0.99540734,11.883,0.99770367
11.884,0.99540299,11.884,0.99540299,11.884,0.99769843,11.884,0.99540734,11.884,0.99540734,11.884,0.99769843,11.884,0.99769843,11.884,0.99540734,11.884,0.99770367,11.884,0.99540734,11.884,1,11.884,0.99769843,11.884,0.99540734,11.884,0.99540734,11.884,0.99770367
11.885,0.99540299,11.885,0.99540299,11.885,0.99769843,11.885,0.99769843,11.885,0.99540299,11.885,0.99769843,11.885,0.99769843,11.885,0.99769843,11.885,0.99769843,11.885,0.99769843,11.885,0.99769843,11.885,0.99769843,11.885,0.99540734,11.885,0.99540734,11.885,0.99540734
11.886,0.99311364,11.886,0.99540299,11.886,0.99540299,11.886,0.99540299,11.886,0.99311721,11.886,0.99540299,11.886,0.99769843,11.886,0.99311721,11.886,0.99769843,11.886,0.99540299,11.886,0.99769843,11.886,0.99540299,11.886,0.99540734,11.886,0.99540734,11.886,0.99540734
11.887,0.99311364,11.887,0.99540299,11.887,0.99540299,11.887,0.99540299,11.887,0.99540299,11.887,0.99769926,11.887,0.99769843,11.887,0.99540299,11.887,0.99769843,11.887,0.99540299,11.887,0.99769843,11.887,0.99769843,11.887,0.99540734,11.887,0.99769843,11.887,0.99769843
11.888,0.99311364,11.888,0.99540299,11.888,0.99540299,11.888,0.99540299,11.888,0.99540299,11.888,0.99769926,11.888,0.99769843,11.888,0.99540299,11.888,0.99540299,11.888,0.99540299,11.888,0.99769843,11.888,0.99540299,11.888,0.99540299,11.888,0.99769843,11.888,0.99769843
11.889,0.99311364,11.889,0.99540299,11.889,0.99540299,11.889,0.99540299,11.889,0.99540299,11.889,0.99769926,11.889,0.99540299,11.889,0.99311364,11.889,0.99540299,11.889,0.99540299,11.889,0.99769843,11.889,0.99540299,11.889,0.99540299,11.889,0.99540299,11.889,0.99540299
11.89,0.99311364,11.89,0.99540299,11.89,0.99540299,11.89,0.99540299,11.89,0.99540299,11.89,0.99769926,11.89,0.99540299,11.89,0.99311364,11.89,0.99540299,11.89,0.99540299,11.89,0.99769926,11.89,0.99540299,11.89,0.99540299,11.89,0.99540299,11.89,0.99540299
11.891,0.99540466,11.891,0.99540299,11.891,0.99540299,11.891,0.99540299,11.891,0.99769926,11.891,0.99769926,11.891,0.99540299,11.891,0.99540466,11.891,0.99540299,11.891,0.99540299,11.891,0.99769926,11.891,0.99311364,11.891,0.99540299,11.891,0.99769926,11.891,0.99540299
11.892,0.99540466,11.892,0.99540299,11.892,0.99540299,11.892,0.99540299,11.892,0.99540299,11.892,0.99769926,11.892,0.99769926,11.892,0.99540466,11.892,0.99540299,11.892,0.99540299,11.892,0.99769843,11.892,0.99311364,11.892,0.99540299,11.892,0.99540299,11.892,0.99540299
11.893,0.99311626,11.893,0.99311364,11.893,0.99540299,11.893,0.99769926,11.893,0.99769926,11.893,1,11.893,0.99540466,11.893,0.99540466,11.893,0.99540299,11.893,0.99769926,11.893,0.99769926,11.893,0.99311364,11.893,0.99540299,11.893,0.99769926,11.893,0.99540299
11.894,0.99540466,11.894,0.99540299,11.894,0.99540299,11.894,0.99769926,11.894,0.99540466,11.894,0.9977001,11.894,0.99540466,11.894,0.99540466,11.894,0.99540299,11.894,0.99769926,11.894,0.99311364,11.894,0.99311364,11.894,0.99540466,11.894,0.99540466,11.894,0.99540299
11.895,0.99311626,11.895,0.99540466,11.895,0.99540466,11.895,0.99769926,11.895,0.99540466,11.895,0.9977001,11.895,0.99540466,11.895,0.99540466,11.895,0.99769926,11.895,0.99540466,11.895,0.99769926,11.895,0.99540466,11.895,0.99540466,11.895,0.99540466,11.895,0.99540299
11.896,0.99311626,11.896,0.99540466,11.896,0.99540466,11.896,0.99540466,11.896,0.99540466,11.896,0.9977001,11.896,0.99540466,11.896,0.99540466,11.896,0.99769926,11.896,0.99540466,11.896,0.99540466,11.896,0.99540466,11.896,0.99540466,11.896,0.99540466,11.896,0.99540299
11.897,0.99083394,11.897,0.99540466,11.897,0.99540466,11.897,0.99311626,11.897,0.99311626,11.897,0.9977001,11.897,0.99540466,11.897,0.99311626,11.897,0.99540466,11.897,0.99540466,11.897,0.99540466,11.897,0.99540466,11.897,0.99540466,11.897,0.99540466,11.897,0.99769926
11.898,0.99311626,11.898,0.99540639,11.898,0.9977001,11.898,0.99540466,11.898,0.99311626,11.898,0.99540639,11.898,0.99540466,11.898,0.99311626,11.898,0.99540466,11.898,0.99540466,11.898,0.99540466,11.898,0.99540466,11.898,0.99540466,11.898,0.99540466,11.898,0.99540466
11.899,0.99083394,11.899,0.99540639,11.899,0.99540639,11.899,0.99540639,11.899,0.99540639,11.899,0.99540639,11.899,0.99540466,11.899,0.9977001,11.899,0.9977001,11.899,0.99540639,11.899,0.99540466,11.899,0.99540466,11.899,0.99311626,11.899,0.99540466,11.899,0.99540466
11.9,0.99311882,11.9,0.99540639,11.9,0.99540639,11.9,0.99540639,11.9,0.99540639,11.9,0.99540639,11.9,0.9977001,11.9,0.99540639,11.9,0.9977001,11.9,0.99540639,11.9,0.99540466,11.9,0.9977001,11.9,0.99540466,11.9,0.99311626,11.9,0.99540466
